corruption,severity,ttt_mode,n_samples,accuracy,loss,delta_accuracy
shot_noise,4,per_image,1000,0.652,1.0891305616945028,-0.06799999999999995
shot_noise,5,baseline,10000,0.5469,1.4157402294158936,
shot_noise,5,per_batch,10000,0.5979,1.2439624631881714,0.050999999999999934
shot_noise,5,per_image,1000,0.566,1.3977690036073327,-0.05700000000000005
impulse_noise,1,baseline,10000,0.8575,0.4707667636394501,
impulse_noise,1,per_batch,10000,0.8589,0.46363471913337706,0.0013999999999999568
impulse_noise,1,per_image,1000,0.864,0.4597377452850342,-0.0010000000000000009
impulse_noise,2,baseline,10000,0.8069,0.6012739300727844,
impulse_noise,2,per_batch,10000,0.8132,0.5859678942203522,0.006300000000000083
impulse_noise,2,per_image,1000,0.816,0.5780394777581096,-0.010000000000000009
impulse_noise,3,baseline,10000,0.7388,0.799385918045044,
impulse_noise,3,per_batch,10000,0.7567,0.7520511119842529,0.017900000000000027
impulse_noise,3,per_image,1000,0.759,0.7901807812899351,-0.016000000000000014
impulse_noise,4,baseline,10000,0.5602,1.3302557384490967,
impulse_noise,4,per_batch,10000,0.6031,1.188140060043335,0.04289999999999994
impulse_noise,4,per_image,1000,0.569,1.313208427287638,-0.06400000000000006
impulse_noise,5,baseline,10000,0.4,1.8529291854858398,
impulse_noise,5,per_batch,10000,0.4576,1.64074631690979,0.057599999999999985
impulse_noise,5,per_image,1000,0.414,1.795071778677404,-0.09200000000000003
defocus_blur,1,baseline,10000,0.8955,0.3664532986164093,
defocus_blur,1,per_batch,10000,0.8967,0.36474117588996885,0.0012000000000000899
defocus_blur,1,per_image,1000,0.9,0.3682686109170318,0.0030000000000000027
defocus_blur,2,baseline,10000,0.888,0.38257250986099245,
defocus_blur,2,per_batch,10000,0.8916,0.3761829246997833,0.0035999999999999366
defocus_blur,2,per_image,1000,0.896,0.3797623835168779,-0.0010000000000000009
defocus_blur,3,baseline,10000,0.8769,0.4157319498538971,
defocus_blur,3,per_batch,10000,0.882,0.40077447028160096,0.005099999999999993
defocus_blur,3,per_image,1000,0.896,0.3730113283991814,-0.0010000000000000009
defocus_blur,4,baseline,10000,0.8582,0.47388105373382566,
defocus_blur,4,per_batch,10000,0.8695,0.44171308732032777,0.011300000000000088
defocus_blur,4,per_image,1000,0.886,0.41540885107219216,-0.007000000000000006
defocus_blur,5,baseline,10000,0.798,0.644370793056488,
defocus_blur,5,per_batch,10000,0.8296,0.5503854726314544,0.03159999999999996
defocus_blur,5,per_image,1000,0.798,0.6530692816935479,-0.03199999999999992
glass_blur,1,baseline,10000,0.7807,0.6838782397270202,
glass_blur,1,per_batch,10000,0.7923,0.6534313607215881,0.011600000000000055
glass_blur,1,per_image,1000,0.796,0.6613521738648415,-0.0050000000000000044
glass_blur,2,baseline,10000,0.785,0.6701710214614868,
glass_blur,2,per_batch,10000,0.7928,0.646908505153656,0.007799999999999918
glass_blur,2,per_image,1000,0.795,0.6459145740680396,-0.006000000000000005
glass_blur,3,baseline,10000,0.7983,0.6419612094402313,
glass_blur,3,per_batch,10000,0.8059,0.6241010349273681,0.00759999999999994
glass_blur,3,per_image,1000,0.797,0.6912042910307645,0.0
glass_blur,4,baseline,10000,0.6888,0.9552751321792603,
glass_blur,4,per_batch,10000,0.7107,0.8863235691070557,0.02190000000000003
glass_blur,4,per_image,1000,0.698,0.9689305303767324,-0.02200000000000002
glass_blur,5,baseline,10000,0.7219,0.8573436923980713,
glass_blur,5,per_batch,10000,0.7354,0.8227491715431213,0.013500000000000068
glass_blur,5,per_image,1000,0.703,0.9201129631996154,-0.02400000000000002
motion_blur,1,baseline,10000,0.8744,0.42531626644134524,
motion_blur,1,per_batch,10000,0.8804,0.4112594979763031,0.006000000000000005
motion_blur,1,per_image,1000,0.888,0.3953050813153386,-0.009000000000000008
motion_blur,2,baseline,10000,0.8366,0.5302618195533753,
motion_blur,2,per_batch,10000,0.8481,0.49816365880966185,0.011499999999999955
motion_blur,2,per_image,1000,0.825,0.555635385684669,-0.017000000000000015
motion_blur,3,baseline,10000,0.7841,0.6902483862876893,
motion_blur,3,per_batch,10000,0.809,0.6107071002006531,0.024900000000000033
motion_blur,3,per_image,1000,0.794,0.7084025703184307,-0.016000000000000014
motion_blur,4,baseline,10000,0.7882,0.6732035873413086,
motion_blur,4,per_batch,10000,0.8085,0.605097696685791,0.020299999999999985
motion_blur,4,per_image,1000,0.819,0.6032479468137025,-0.020000000000000018
motion_blur,5,baseline,10000,0.7409,0.8152335294723511,
motion_blur,5,per_batch,10000,0.7706,0.7162572235107422,0.02969999999999995
motion_blur,5,per_image,1000,0.772,0.733979563999921,-0.03500000000000003
snow,1,baseline,10000,0.8735,0.4270815001487732,
snow,1,per_batch,10000,0.8743,0.426533682346344,0.0007999999999999119
snow,1,per_image,1000,0.88,0.4232582533918321,0.006000000000000005
snow,2,baseline,10000,0.8245,0.5656352314949036,
snow,2,per_batch,10000,0.8276,0.558125575017929,0.0030999999999999917
snow,2,per_image,1000,0.819,0.5948824508227408,-0.009000000000000008
snow,3,baseline,10000,0.8246,0.5650584978103638,
snow,3,per_batch,10000,0.824,0.5621437918663025,-0.0006000000000000449
snow,3,per_image,1000,0.841,0.5363607066981494,0.0050000000000000044
snow,4,baseline,10000,0.8025,0.6272688810825348,
snow,4,per_batch,10000,0.8033,0.6234948953151703,0.0008000000000000229
snow,4,per_image,1000,0.805,0.6055099560245871,-0.0030000000000000027
snow,5,baseline,10000,0.7839,0.6813572661399842,
snow,5,per_batch,10000,0.788,0.6717575487136841,0.0040999999999999925
snow,5,per_image,1000,0.795,0.6646773406490684,0.006000000000000005
frost,1,baseline,10000,0.8744,0.42423482732772827,
frost,1,per_batch,10000,0.8767,0.42059997239112856,0.0023000000000000798
frost,1,per_image,1000,0.867,0.4729741240888834,0.0
frost,2,baseline,10000,0.849,0.49432895431518553,
frost,2,per_batch,10000,0.8509,0.48555022859573366,0.0019000000000000128
frost,2,per_image,1000,0.837,0.5419087282642722,-0.0030000000000000027
frost,3,baseline,10000,0.8003,0.6309301616668701,
frost,3,per_batch,10000,0.8056,0.612158677482605,0.005299999999999971
frost,3,per_image,1000,0.828,0.5501715082600713,-0.0020000000000000018
frost,4,baseline,10000,0.7916,0.6668073184013367,
frost,4,per_batch,10000,0.8042,0.6285010343551636,0.012600000000000056
frost,4,per_image,1000,0.812,0.6213093629255891,-0.010999999999999899
frost,5,baseline,10000,0.7365,0.8296130130767823,
frost,5,per_batch,10000,0.7537,0.778660545539856,0.017199999999999993
frost,5,per_image,1000,0.739,0.8337139436081051,-0.026000000000000023
fog,1,baseline,10000,0.8906,0.3782138465881348,
fog,1,per_batch,10000,0.8908,0.3774307488918304,0.000200000000000089
fog,1,per_image,1000,0.899,0.373715710490942,-0.0030000000000000027
fog,2,baseline,10000,0.8602,0.45673883776664737,
fog,2,per_batch,10000,0.8635,0.4495584762096405,0.0033000000000000806
fog,2,per_image,1000,0.865,0.444124990735203,-0.0050000000000000044
fog,3,baseline,10000,0.8156,0.5795222292900085,
fog,3,per_batch,10000,0.825,0.551939100933075,0.009399999999999964
fog,3,per_image,1000,0.834,0.5490003032684326,-0.007000000000000006
fog,4,baseline,10000,0.742,0.7867134371757507,
fog,4,per_batch,10000,0.7672,0.7177295700073242,0.0252
fog,4,per_image,1000,0.768,0.7504610848277807,-0.02200000000000002
fog,5,baseline,10000,0.5408,1.427366008758545,
fog,5,per_batch,10000,0.6086,1.1993533571243287,0.06780000000000008
fog,5,per_image,1000,0.583,1.4143832829892635,-0.05600000000000005
brightness,1,baseline,10000,0.8947,0.3656451063156128,
brightness,1,per_batch,10000,0.8956,0.36530979962348936,0.0008999999999999009
brightness,1,per_image,1000,0.9,0.3724864949211478,0.0
brightness,2,baseline,10000,0.8932,0.3733036193370819,
brightness,2,per_batch,10000,0.8927,0.3722127685546875,-0.0004999999999999449
brightness,2,per_image,1000,0.897,0.38215333515405653,0.0020000000000000018
brightness,3,baseline,10000,0.8882,0.38277606697082517,
brightness,3,per_batch,10000,0.8892,0.3822642466545105,0.0010000000000000009
brightness,3,per_image,1000,0.894,0.3671943375505507,-0.0020000000000000018
brightness,4,baseline,10000,0.8843,0.39731907610893247,
brightness,4,per_batch,10000,0.885,0.3956022639751434,0.0007000000000000339
brightness,4,per_image,1000,0.874,0.4133268603011966,-0.0020000000000000018
brightness,5,baseline,10000,0.8606,0.4536016613960266,
brightness,5,per_batch,10000,0.8626,0.448125944519043,0.0020000000000000018
brightness,5,per_image,1000,0.856,0.47617276943102477,0.0010000000000000009
contrast,1,baseline,10000,0.8932,0.3726710169315338,
contrast,1,per_batch,10000,0.8932,0.37214453740119935,0.0
contrast,1,per_image,1000,0.9,0.3466795477755368,-0.0040000000000000036
contrast,2,baseline,10000,0.8775,0.4147607928276062,
contrast,2,per_batch,10000,0.8787,0.4108955973625183,0.0012000000000000899
contrast,2,per_image,1000,0.878,0.41056349086761473,-0.0030000000000000027
contrast,3,baseline,10000,0.8566,0.46637664194107054,
contrast,3,per_batch,10000,0.8598,0.45618613476753234,0.0031999999999999806
contrast,3,per_image,1000,0.875,0.42119422283023594,0.0030000000000000027
contrast,4,baseline,10000,0.8143,0.586290026473999,
contrast,4,per_batch,10000,0.8224,0.5607503803253174,0.008099999999999996
contrast,4,per_image,1000,0.822,0.5948100438471884,-0.0010000000000000009
contrast,5,baseline,10000,0.5943,1.2745992197036744,
contrast,5,per_batch,10000,0.6391,1.1442902633666991,0.04479999999999995
contrast,5,per_image,1000,0.597,1.3301496560908854,-0.06800000000000006
elastic_transform,1,baseline,10000,0.8718,0.43748544702529907,
elastic_transform,1,per_batch,10000,0.8748,0.4303512128829956,0.0030000000000000027
elastic_transform,1,per_image,1000,0.867,0.46934284625202416,0.0010000000000000009
elastic_transform,2,baseline,10000,0.8727,0.43053122549057005,
elastic_transform,2,per_batch,10000,0.8771,0.4221501801967621,0.0043999999999999595
elastic_transform,2,per_image,1000,0.881,0.41832920038700105,-0.0020000000000000018
elastic_transform,3,baseline,10000,0.864,0.45550719423294067,
elastic_transform,3,per_batch,10000,0.8695,0.43783413496017454,0.00550000000000006
elastic_transform,3,per_image,1000,0.864,0.44988692229241134,0.0
elastic_transform,4,baseline,10000,0.8355,0.5282515546798706,
elastic_transform,4,per_batch,10000,0.8459,0.49855453686714174,0.010399999999999965
elastic_transform,4,per_image,1000,0.845,0.5355978278703988,-0.013000000000000012
elastic_transform,5,baseline,10000,0.809,0.6210853038787841,
elastic_transform,5,per_batch,10000,0.8166,0.5917690141677856,0.00759999999999994
elastic_transform,5,per_image,1000,0.833,0.5848564257286489,0.0010000000000000009
pixelate,1,baseline,10000,0.8912,0.3740477168083191,
pixelate,1,per_batch,10000,0.8923,0.3718226670265198,0.0010999999999999899
pixelate,1,per_image,1000,0.897,0.35619857859238985,-0.0020000000000000018
pixelate,2,baseline,10000,0.8881,0.3891538715839386,
pixelate,2,per_batch,10000,0.8899,0.38709843425750734,0.0018000000000000238
pixelate,2,per_image,1000,0.894,0.39568753869086504,-0.0010000000000000009
pixelate,3,baseline,10000,0.8677,0.43903822064399717,
pixelate,3,per_batch,10000,0.8725,0.42677887921333313,0.0048000000000000265
pixelate,3,per_image,1000,0.862,0.4528429690152407,-0.009000000000000008
pixelate,4,baseline,10000,0.7636,0.7508666351318359,
pixelate,4,per_batch,10000,0.81,0.6056658141613006,0.04640000000000011
pixelate,4,per_image,1000,0.773,0.7640044946335256,-0.06399999999999995
pixelate,5,baseline,10000,0.7376,0.8187186952590942,
pixelate,5,per_batch,10000,0.7869,0.6766890221595764,0.04930000000000001
pixelate,5,per_image,1000,0.742,0.8077003879733383,-0.08299999999999996
jpeg_compression,1,baseline,10000,0.8598,0.4688185364723206,
jpeg_compression,1,per_batch,10000,0.862,0.4603739151000977,0.0021999999999999797
jpeg_compression,1,per_image,1000,0.843,0.5194305126294494,-0.0040000000000000036
jpeg_compression,2,baseline,10000,0.8271,0.5505751735687255,
jpeg_compression,2,per_batch,10000,0.8322,0.5386389247894288,0.0051000000000001044
jpeg_compression,2,per_image,1000,0.822,0.5589161137118935,-0.008000000000000007
jpeg_compression,3,baseline,10000,0.8142,0.5944483634948731,
jpeg_compression,3,per_batch,10000,0.8191,0.5789778785705566,0.0049000000000000155
jpeg_compression,3,per_image,1000,0.81,0.6107656068429351,-0.005999999999999894
jpeg_compression,4,baseline,10000,0.8024,0.6364013935089111,
jpeg_compression,4,per_batch,10000,0.81,0.6133159015655517,0.007600000000000051
jpeg_compression,4,per_image,1000,0.82,0.6172365705966949,-0.0020000000000000018
jpeg_compression,5,baseline,10000,0.7656,0.7376940391540527,
jpeg_compression,5,per_batch,10000,0.7842,0.6782471490859985,0.01860000000000006
jpeg_compression,5,per_image,1000,0.775,0.7426994688510895,-0.016000000000000014
