corruption,severity,ttt_mode,n_samples,accuracy,loss,delta_accuracy
shot_noise,5,per_image,1000,0.573,1.3596766144894064,-0.019000000000000017
impulse_noise,1,baseline,10000,0.8582,0.4663170216560364,
impulse_noise,1,per_batch,10000,0.8581,0.46581400513648985,-9.999999999998899e-05
impulse_noise,1,per_image,1000,0.838,0.5013335902318359,-0.0020000000000000018
impulse_noise,2,baseline,10000,0.8071,0.6012600006103516,
impulse_noise,2,per_batch,10000,0.8083,0.5975854860305786,0.0011999999999999789
impulse_noise,2,per_image,1000,0.813,0.6062302422225475,0.0029999999999998916
impulse_noise,3,baseline,10000,0.7392,0.7991704015731812,
impulse_noise,3,per_batch,10000,0.7427,0.7890275541305543,0.0035000000000000586
impulse_noise,3,per_image,1000,0.758,0.7620328896604478,-0.009000000000000008
impulse_noise,4,baseline,10000,0.5547,1.3418598333358764,
impulse_noise,4,per_batch,10000,0.5675,1.303484914779663,0.012800000000000034
impulse_noise,4,per_image,1000,0.568,1.3230742937661708,-0.017000000000000015
impulse_noise,5,baseline,10000,0.3959,1.864629888153076,
impulse_noise,5,per_batch,10000,0.4109,1.815566574859619,0.015000000000000013
impulse_noise,5,per_image,1000,0.391,1.895550003401935,-0.01799999999999996
defocus_blur,1,baseline,10000,0.8962,0.3658107877254486,
defocus_blur,1,per_batch,10000,0.8959,0.3655904065132141,-0.00029999999999996696
defocus_blur,1,per_image,1000,0.92,0.32716501423716543,0.0020000000000000018
defocus_blur,2,baseline,10000,0.8895,0.380956521654129,
defocus_blur,2,per_batch,10000,0.8901,0.37961791744232176,0.0006000000000000449
defocus_blur,2,per_image,1000,0.895,0.3730583507455885,0.0010000000000000009
defocus_blur,3,baseline,10000,0.8769,0.4158293619155884,
defocus_blur,3,per_batch,10000,0.8788,0.41130179224014285,0.0019000000000000128
defocus_blur,3,per_image,1000,0.879,0.4206493230722845,0.0030000000000000027
defocus_blur,4,baseline,10000,0.8582,0.473880647611618,
defocus_blur,4,per_batch,10000,0.8631,0.4637950520515442,0.0049000000000000155
defocus_blur,4,per_image,1000,0.858,0.49202859093248846,-0.0040000000000000036
defocus_blur,5,baseline,10000,0.7989,0.642821074295044,
defocus_blur,5,per_batch,10000,0.8086,0.6119585865020752,0.009699999999999931
defocus_blur,5,per_image,1000,0.805,0.6023363065384328,-0.018999999999999906
glass_blur,1,baseline,10000,0.7811,0.683511904001236,
glass_blur,1,per_batch,10000,0.7824,0.6765700852870942,0.0012999999999999678
glass_blur,1,per_image,1000,0.778,0.7009344043135644,-0.0030000000000000027
glass_blur,2,baseline,10000,0.7855,0.6678493102073669,
glass_blur,2,per_batch,10000,0.7871,0.6631962043762207,0.0016000000000000458
glass_blur,2,per_image,1000,0.788,0.6627285252138972,0.0020000000000000018
glass_blur,3,baseline,10000,0.8014,0.6368136026382446,
glass_blur,3,per_batch,10000,0.8018,0.6340889297485351,0.00039999999999995595
glass_blur,3,per_image,1000,0.809,0.6238243088163435,0.0010000000000000009
glass_blur,4,baseline,10000,0.6922,0.9408121829986572,
glass_blur,4,per_batch,10000,0.6962,0.9266644889831543,0.0040000000000000036
glass_blur,4,per_image,1000,0.69,0.9681204102523625,-0.0040000000000000036
glass_blur,5,baseline,10000,0.723,0.8553091631889344,
glass_blur,5,per_batch,10000,0.7261,0.848589033985138,0.0030999999999999917
glass_blur,5,per_image,1000,0.721,0.8559527829959989,0.0010000000000000009
motion_blur,1,baseline,10000,0.8744,0.42619650840759277,
motion_blur,1,per_batch,10000,0.877,0.4201379392623901,0.0026000000000000467
motion_blur,1,per_image,1000,0.873,0.43022919648885727,-0.0030000000000000027
motion_blur,2,baseline,10000,0.8355,0.5327031635284424,
motion_blur,2,per_batch,10000,0.8395,0.5222615728378296,0.0040000000000000036
motion_blur,2,per_image,1000,0.84,0.5234464436918497,-0.006000000000000005
motion_blur,3,baseline,10000,0.7883,0.6794461416244507,
motion_blur,3,per_batch,10000,0.7937,0.659201591873169,0.00539999999999996
motion_blur,3,per_image,1000,0.788,0.7074186273440719,-0.0040000000000000036
motion_blur,4,baseline,10000,0.7874,0.6720077845573426,
motion_blur,4,per_batch,10000,0.7943,0.6529644322395325,0.006900000000000017
motion_blur,4,per_image,1000,0.8,0.6533231650516391,-0.010000000000000009
motion_blur,5,baseline,10000,0.736,0.8271804316520691,
motion_blur,5,per_batch,10000,0.746,0.7938497591018677,0.010000000000000009
motion_blur,5,per_image,1000,0.727,0.8601574954763055,-0.02200000000000002
snow,1,baseline,10000,0.8731,0.4273799243450165,
snow,1,per_batch,10000,0.8739,0.42703163814544676,0.0008000000000000229
snow,1,per_image,1000,0.879,0.4433858873434365,0.007000000000000006
snow,2,baseline,10000,0.8245,0.565635490989685,
snow,2,per_batch,10000,0.8258,0.5635458435058593,0.0012999999999999678
snow,2,per_image,1000,0.824,0.562379213180393,0.0020000000000000018
snow,3,baseline,10000,0.824,0.5650555377960205,
snow,3,per_batch,10000,0.8247,0.5647191400527954,0.0007000000000000339
snow,3,per_image,1000,0.847,0.5200604666285217,-0.0010000000000000009
snow,4,baseline,10000,0.8022,0.62732369556427,
snow,4,per_batch,10000,0.8027,0.6260558220863343,0.0004999999999999449
snow,4,per_image,1000,0.801,0.6091902727410198,-0.0040000000000000036
snow,5,baseline,10000,0.7822,0.6834912492752075,
snow,5,per_batch,10000,0.7828,0.6820911518096924,0.0006000000000000449
snow,5,per_image,1000,0.772,0.6809410138130187,-0.0010000000000000009
frost,1,baseline,10000,0.8742,0.42425129113197324,
frost,1,per_batch,10000,0.8747,0.4234579452037811,0.000500000000000056
frost,1,per_image,1000,0.871,0.4191791186183691,-0.0030000000000000027
frost,2,baseline,10000,0.8498,0.49290847635269164,
frost,2,per_batch,10000,0.8502,0.4919958419799805,0.00039999999999995595
frost,2,per_image,1000,0.84,0.5254255170486868,-0.0010000000000000009
frost,3,baseline,10000,0.7992,0.6333173062324524,
frost,3,per_batch,10000,0.8005,0.62784128074646,0.0012999999999999678
frost,3,per_image,1000,0.802,0.6362003140039743,-0.0020000000000000018
frost,4,baseline,10000,0.794,0.6558502561569214,
frost,4,per_batch,10000,0.797,0.6482667333602905,0.0030000000000000027
frost,4,per_image,1000,0.793,0.6600353915095329,-0.0010000000000000009
frost,5,baseline,10000,0.7375,0.8246380718231201,
frost,5,per_batch,10000,0.7396,0.8165224277496338,0.0020999999999999908
frost,5,per_image,1000,0.722,0.869976651635021,-0.0010000000000000009
fog,1,baseline,10000,0.8907,0.3781718412399292,
fog,1,per_batch,10000,0.8903,0.3780507821083069,-0.00040000000000006697
fog,1,per_image,1000,0.89,0.3713393928855658,0.0020000000000000018
fog,2,baseline,10000,0.8593,0.4571128487586975,
fog,2,per_batch,10000,0.861,0.45468158617019655,0.0017000000000000348
fog,2,per_image,1000,0.846,0.4877471832148731,-0.0010000000000000009
fog,3,baseline,10000,0.815,0.5797629163742065,
fog,3,per_batch,10000,0.8171,0.5711952962875366,0.002100000000000102
fog,3,per_image,1000,0.786,0.6389268244057894,-0.0030000000000000027
fog,4,baseline,10000,0.7388,0.7914667232513428,
fog,4,per_batch,10000,0.7487,0.768310908985138,0.00990000000000002
fog,4,per_image,1000,0.746,0.7896478312835097,-0.008000000000000007
fog,5,baseline,10000,0.5367,1.4461423370361328,
fog,5,per_batch,10000,0.5586,1.3676354879379273,0.02190000000000003
fog,5,per_image,1000,0.551,1.4277377649582923,-0.03199999999999992
brightness,1,baseline,10000,0.8957,0.3654881368637085,
brightness,1,per_batch,10000,0.8956,0.36541221451759337,-0.00010000000000010001
brightness,1,per_image,1000,0.878,0.39842087552323935,0.0020000000000000018
brightness,2,baseline,10000,0.892,0.37264015221595764,
brightness,2,per_batch,10000,0.8924,0.3725740298271179,0.00039999999999995595
brightness,2,per_image,1000,0.891,0.360525596447289,-0.0010000000000000009
brightness,3,baseline,10000,0.8889,0.3829318042755127,
brightness,3,per_batch,10000,0.8889,0.38276325216293333,0.0
brightness,3,per_image,1000,0.884,0.36937294200062754,-0.0020000000000000018
brightness,4,baseline,10000,0.8848,0.3971074854850769,
brightness,4,per_batch,10000,0.8847,0.39686466679573057,-9.999999999998899e-05
brightness,4,per_image,1000,0.881,0.39243093709647653,0.0
brightness,5,baseline,10000,0.8603,0.4535832780838013,
brightness,5,per_batch,10000,0.8607,0.45224531836509707,0.00040000000000006697
brightness,5,per_image,1000,0.854,0.4687127558141947,0.0030000000000000027
contrast,1,baseline,10000,0.8933,0.37264514651298525,
contrast,1,per_batch,10000,0.8931,0.3725455254077911,-0.00019999999999997797
contrast,1,per_image,1000,0.904,0.3625536769218743,0.0
contrast,2,baseline,10000,0.8773,0.4147894329547882,
contrast,2,per_batch,10000,0.8777,0.4138525728225708,0.00040000000000006697
contrast,2,per_image,1000,0.869,0.4369917721897364,-0.0020000000000000018
contrast,3,baseline,10000,0.8563,0.4660919378757477,
contrast,3,per_batch,10000,0.8571,0.4636554281234741,0.0008000000000000229
contrast,3,per_image,1000,0.837,0.5058130610883236,-0.0030000000000000027
contrast,4,baseline,10000,0.8143,0.5863252161026001,
contrast,4,per_batch,10000,0.8162,0.5801013134002686,0.0019000000000000128
contrast,4,per_image,1000,0.807,0.6293202146738768,0.0030000000000000027
contrast,5,baseline,10000,0.5919,1.2746152770996093,
contrast,5,per_batch,10000,0.6039,1.2411877754211427,0.01200000000000001
contrast,5,per_image,1000,0.591,1.2577880306411535,-0.017000000000000015
elastic_transform,1,baseline,10000,0.8721,0.43738417286872866,
elastic_transform,1,per_batch,10000,0.8732,0.4357034710884094,0.0010999999999999899
elastic_transform,1,per_image,1000,0.881,0.4228134684190154,-0.0010000000000000009
elastic_transform,2,baseline,10000,0.873,0.42940237636566164,
elastic_transform,2,per_batch,10000,0.8745,0.42724693784713746,0.0015000000000000568
elastic_transform,2,per_image,1000,0.883,0.4188462454583496,-0.0020000000000000018
elastic_transform,3,baseline,10000,0.8638,0.455399609708786,
elastic_transform,3,per_batch,10000,0.8648,0.45075160913467405,0.0010000000000000009
elastic_transform,3,per_image,1000,0.871,0.4585501755177975,0.006000000000000005
elastic_transform,4,baseline,10000,0.838,0.5244099589347839,
elastic_transform,4,per_batch,10000,0.8396,0.5200909096717834,0.0016000000000000458
elastic_transform,4,per_image,1000,0.829,0.5316092826128006,0.0
elastic_transform,5,baseline,10000,0.8098,0.6175279169082641,
elastic_transform,5,per_batch,10000,0.8125,0.60927202835083,0.0027000000000000357
elastic_transform,5,per_image,1000,0.828,0.5818456456214189,0.0
pixelate,1,baseline,10000,0.8921,0.3724100890159607,
pixelate,1,per_batch,10000,0.8922,0.3722812873840332,9.999999999998899e-05
pixelate,1,per_image,1000,0.881,0.3983215283863246,0.0010000000000000009
pixelate,2,baseline,10000,0.8891,0.38814865884780886,
pixelate,2,per_batch,10000,0.8891,0.3879447555541992,0.0
pixelate,2,per_image,1000,0.879,0.41415430141240356,0.0
pixelate,3,baseline,10000,0.8679,0.4388024592399597,
pixelate,3,per_batch,10000,0.8683,0.43633270182609557,0.00039999999999995595
pixelate,3,per_image,1000,0.873,0.4276390989422798,-0.0030000000000000027
pixelate,4,baseline,10000,0.7634,0.7509585951805114,
pixelate,4,per_batch,10000,0.7772,0.7075287919998169,0.013800000000000034
pixelate,4,per_image,1000,0.776,0.7151181150600314,-0.027000000000000024
pixelate,5,baseline,10000,0.7378,0.8185659940719604,
pixelate,5,per_batch,10000,0.753,0.7756170879364014,0.015199999999999991
pixelate,5,per_image,1000,0.754,0.794823285203427,-0.030000000000000027
jpeg_compression,1,baseline,10000,0.8605,0.464393257522583,
jpeg_compression,1,per_batch,10000,0.8609,0.4633192967414856,0.00039999999999995595
jpeg_compression,1,per_image,1000,0.854,0.4628256547600031,0.0
jpeg_compression,2,baseline,10000,0.8275,0.5495361478805542,
jpeg_compression,2,per_batch,10000,0.8288,0.5463690947532653,0.0012999999999999678
jpeg_compression,2,per_image,1000,0.828,0.5457300182692707,-0.0040000000000000036
jpeg_compression,3,baseline,10000,0.8148,0.5937261928558349,
jpeg_compression,3,per_batch,10000,0.8148,0.5905248837471009,0.0
jpeg_compression,3,per_image,1000,0.799,0.6219328201450407,-0.0040000000000000036
jpeg_compression,4,baseline,10000,0.802,0.6347293344497681,
jpeg_compression,4,per_batch,10000,0.8038,0.6295698614120483,0.0017999999999999128
jpeg_compression,4,per_image,1000,0.808,0.6293514126986265,-0.0030000000000000027
jpeg_compression,5,baseline,10000,0.7712,0.7265203542709351,
jpeg_compression,5,per_batch,10000,0.7763,0.7110774762153625,0.005099999999999993
jpeg_compression,5,per_image,1000,0.776,0.7237574114836752,-0.0020000000000000018
